Title,movieId,bag_of_words
Super Demetrios,94218,dimitriosvainas parispapadopoulos olgasfetsa tasosmasias georgiospapaioannou A d v e n t u r e   C o m e d y   S c i - F i
Naked Ambition: An R Rated Look at an X Rated Industry,94220,michaelgrecco terapatrick evanseinfeld simonkarmarkar michaelgrecco D o c u m e n t a r y
Spud,94280,johncleese troyesivan jamieroyal svenruygrok donovanmarsh C o m e d y
Elsewhere,94299,annakendrick paulwesley taniaraymonde chuckcarter nathanhope C r i m e   D r a m a   T h r i l l e r
Buried Alive II,94304,allysheedy stephencaffrey traceyneedham timmatheson timmatheson H o r r o r   T h r i l l e r
In the Hands of the Gods,94310,"samihallbassam mikeyfisher jeremylynch dannyrobinson benjaminturner,gabeturner D o c u m e n t a r y"
Think Like a Man,94323,michaelealy jerryferrara meagangood reginahall timstory C o m e d y
Diverted,94327,shawnashmore davidsuchet joannewhalley colinbuchanan alexchapple D r a m a
Bride Flight,94352,karinasmulders pleunitouw annadrijver willekevanammelrooy bensombogaart D r a m a
If a Tree Falls: A Story of the Earth Liberation Front,94401,"danielmcgowan lisamcgowan timlewis kirkengdall marshallcurry,samcullman(co-director) D o c u m e n t a r y"
3rd World Hero,94419,rickydavao joeltorre crisvillanueva dariaramirez mikedeleon D r a m a
Fruitcake,94421,robertborzych ritafurlong jimhenderson georgiajean jaymesthompson C o m e d y
Shadow Kill,94427,petebarker peterconboy bernardcorporan thomasmastrantonio johnbailey D r a m a
Jumping the Broom,94439,angelabassett paulapatton lazalonso lorettadevine salimakil C o m e d y
Feast III: The Happy Finish,94444,jennywade martinklebba carlanthonypayneii juanlongoriagarcía johngulager A c t i o n   C o m e d y   H o r r o r
Red Dog,94469,joshlucas rachaeltaylor rohannichol lukeford krivstenders C o m e d y   D r a m a   R o m a n c e
Any Questions for Ben?,94471,joshlawson rachaeltaylor danielhenshall felicityward robsitch C o m e d y   D r a m a
Amu,94475,konkonasensharma yashpalsharma brindakarat ankurkhanna shonalibose D r a m a
Dark Shadows,94478,johnnydepp michellepfeiffer helenabonhamcarter evagreen timburton C o m e d y   H o r r o r   I M A X
The Scorpion King: Rise of a Warrior,94480,michaelcopon karendavid simonquarterman tomwu russellmulcahy A c t i o n   A d v e n t u r e   F a n t a s y
Big Boys Gone Bananas!*,94482,alexrivera alfonsoallende arvidjurjaks bartsimpson fredrikgertten D o c u m e n t a r y
Ciao Bella,94486,poyankarimi chanellelindell oliverwahlgren-ingrosso minaazarian manimaserratagah C o m e d y   D r a m a   R o m a n c e
96 Minutes,94494,brittanysnow christianserratos davidoyelowo annaengerritch aimeelagos D r a m a   T h r i l l e r
Columbus Circle,94496,selmablair amysmart kevinpollak jasonantoon georgegallo C r i m e   M y s t e r y   T h r i l l e r
Angels Crest,94537,chrisbauer curriegraham j.michaelcouto j.michaelcouto D r a m a
Viva Riva!,94539,patshabay maniemalone hojifortuna marlenelongange djomunga D r a m a
Among Wolves,94545,juanjoséballesta sanchogracia manuelcamacho carlosbardem gerardoolivares D r a m a
Citizen Gangster,94556,scottspeedman kellyreilly kevindurand josephcross nathanmorlando C r i m e   D r a m a
Beyond the Black Rainbow,94558,michaeljrogers evabourne scotthylands rondelreynoldson panoscosmatos M y s t e r y   S c i - F i
Rocket Singh: Salesman of the Year,94661,ranbirkapoor premchopra mukeshbhatt d.santosh shimitamin C o m e d y   D r a m a
Vicky Donor,94663,ayushmannkhurrana yamigautam annukapoor dollyahluwalia shoojitsircar C o m e d y   R o m a n c e
Extraordinary Stories,94668,marianollinás walterjakob agustínmendilaharzu raúlagüero marianollinás D r a m a   M y s t e r y
Across the Line: The Exodus of Charlie Wright,94672,aidanquinn andygarcia mariovanpeebles dannypino r.ellisfrazier C r i m e   D r a m a
Across the Line: The Exodus of Charlie Wright,94672,aidanquinn andygarcia mariovanpeebles dannypino r.ellisfrazier C r i m e   D r a m a
Three Steps Above Heaven,94675,mariocasas maríavalverde álvarocervantes marinasalas fernandogonzálezmolina D r a m a   R o m a n c e
Boys Love,94681,yoshikazukotani takumisaitoh hiroyamatsumoto masashitaniguchi kôtarôterauchi D r a m a   R o m a n c e
Beyond All Boundaries,94729,kevinbacon corbinbleu patriciaclarkson kevinconnolly davidbriggs D o c u m e n t a r y   W a r
Keyhole,94733,jasonpatric isabellarossellini udokier louisnegin guymaddin D r a m a   M y s t e r y
Gifted Hands: The Ben Carson Story,94752,cubagoodingjr. kimberlyelise aunjanueellis harronatkins thomascarter D r a m a
Snow White and the Huntsman,94780,kristenstewart chrishemsworth charlizetheron samclaflin rupertsanders A c t i o n   A d v e n t u r e   D r a m a
Pine Flat,94786,amybates jessicablain matthewblain sarahblain sharonlockhart D r a m a
Sound of My Voice,94799,christopherdenham nicolevicius britmarling daveniamcfadden zalbatmanglij D r a m a   M y s t e r y   S c i - F i
Night of the Demons,94803,halhavins allisonbarron alvinalexis haroldayer kevintenney H o r r o r
Eva,94810,danielbrühl martaetura albertoammann claudiavega kikémaíllo D r a m a   F a n t a s y   S c i - F i
Eva,94810,danielbrühl martaetura albertoammann claudiavega kikémaíllo D r a m a   F a n t a s y   S c i - F i
Eva,94810,danielbrühl martaetura albertoammann claudiavega kikémaíllo D r a m a   F a n t a s y   S c i - F i
Eva,147584,danielbrühl martaetura albertoammann claudiavega kikémaíllo D r a m a   R o m a n c e
Eva,147584,danielbrühl martaetura albertoammann claudiavega kikémaíllo D r a m a   R o m a n c e
Eva,147584,danielbrühl martaetura albertoammann claudiavega kikémaíllo D r a m a   R o m a n c e
Eva,189795,danielbrühl martaetura albertoammann claudiavega kikémaíllo D r a m a
Eva,189795,danielbrühl martaetura albertoammann claudiavega kikémaíllo D r a m a
Eva,189795,danielbrühl martaetura albertoammann claudiavega kikémaíllo D r a m a
Chernobyl Diaries,94813,ingridbolsøberdal dimitridiatchenko oliviataylordudley devinkelley bradleyparker H o r r o r
Chicken with Plums,94815,"mathieuamalric edouardbaer mariademedeiros golshiftehfarahani vincentparonnaud,marjanesatrapi D r a m a"
Escuela de seducción,94817,victoriaabril javierveiga gorkaaguinagalde neusasensi javierbalaguer C o m e d y
Hick,94841,chloëgracemoretz christophercoakley kelseywalston ansonmount derickmartini D r a m a   R o m a n c e
Prometheus,94864,noomirapace michaelfassbender charlizetheron idriselba ridleyscott A c t i o n   H o r r o r   S c i - F i   I M A X
Letters to God,94893,"lisacurtis christopherschmidt lyannatumaneng tannermaguire davidnixon,patrickdoughtie(co-director) C h i l d r e n   D r a m a"
Desi Boyz,94900,akshaykumar johnabraham deepikapadukone chitrangdasingh rohitdhawan C o m e d y   D r a m a
3 A.M.,94904,saritachoudhury michellerodriguez arjung.awtramani sergejtrifunovic leedavis C r i m e   M y s t e r y   R o m a n c e
Inhale,94919,miastallard dermotmulroney dianekruger samshepard baltasarkormákur D r a m a   T h r i l l e r
Rated X: A Journey Through Porn,94924,jeannafine williammargold ginaeverett seanmichaels dagyngvesson D o c u m e n t a r y
Just Friends?,94928,su-heego chae-eunlee je-hoonlee woo-jinyeon jhokwang-sookim R o m a n c e
Take This Waltz,94931,michellewilliams sethrogen lukekirby sarahsilverman sarahpolley D r a m a   R o m a n c e
Sound of Noise,94939,"bengtbraskered sannapersson magnusbörjeson marcusboij olasimonsson,johannesstjärnenilsson C o m e d y   C r i m e   M u s i c a l"
Wanderlust,94953,paulrudd jenniferaniston justintheroux alanalda davidwain C o m e d y
Wanderlust,94953,paulrudd jenniferaniston justintheroux alanalda davidwain C o m e d y
Wanderlust,141522,paulrudd jenniferaniston justintheroux alanalda davidwain C o m e d y   D o c u m e n t a r y   D r a m a   R o m a n c e
Wanderlust,141522,paulrudd jenniferaniston justintheroux alanalda davidwain C o m e d y   D o c u m e n t a r y   D r a m a   R o m a n c e
Moonrise Kingdom,94959,brucewillis edwardnorton billmurray francesmcdormand wesanderson C o m e d y   D r a m a   R o m a n c e
There Be Dragons,94965,charliecox wesbentley dougrayscott rodrigosantoro rolandjoffé D r a m a   W a r
Texas Killing Fields,94967,samworthington jeffreydeanmorgan jessicachastain chloëgracemoretz amicanaanmann C r i m e   D r a m a   T h r i l l e r
Kahaani,94969,vidyabalan parambratachatterjee indraneilsengupta nawazuddinsiddiqui sujoyghosh C r i m e   D r a m a   T h r i l l e r
Superman vs. The Elite,94974,georgenewbern pauleyperrette robinatkindownes deebradleybaker michaelchang A c t i o n   A n i m a t i o n
I Wish,94978,masaminagasawa kirinkiki hiroshiabe kannahashimoto hirokazukoreeda C h i l d r e n   D r a m a
Get the Gringo,94985,melgibson kevinbalmore danielgiménezcacho jesúsochoa adriangrunberg A c t i o n   C r i m e   D r a m a   T h r i l l e r
5 Days of War,94998,rupertfriend emmanuellechriqui richardcoyle heathergraham rennyharlin A c t i o n   D r a m a   W a r
"Life, Above All",95000,khomotsomanyaka keaobakamakanyane harrietlenabe leratomvelase oliverschmitz D r a m a
Superman/Doomsday,95004,"adambaldwin anneheche jamesmarsters johndimaggio laurenmontgomery,brucetimm,brandonvietti A c t i o n   A n i m a t i o n"
Tracy Morgan: Black and Blue,95012,tracymorgan marvinmcclellan johnmoffitt C o m e d y
Outer Space,95021,barbarahershey petertscherkassky A n i m a t i o n   H o r r o r
Exporting Raymond,95026,philiprosenthal peterboyle stanislavduzhnikov eldar philiprosenthal C o m e d y   D o c u m e n t a r y
Cosmopolis,95058,robertpattinson sarahgadon paulgiamatti kevindurand davidcronenberg D r a m a
House of the Rising Sun,95064,davebautista amysmart dominicpurcell dannytrejo briana.miller A c t i o n   C r i m e   D r a m a   T h r i l l e r
Chimpanzee,95069,"timallen alastairfothergill,marklinfield D o c u m e n t a r y"
Love's Deadly Triangle: The Texas Cadet Murder,95085,hollymariecombs davidlipper cassidyrae deewallace richarda.colla D r a m a
Safety Not Guaranteed,95088,aubreyplaza laurencarlos basilharris marylynnrajskub colintrevorrow C o m e d y   D r a m a
Madagascar 3: Europe's Most Wanted,95105,"benstiller chrisrock davidschwimmer jadapinkettsmith ericdarnell,tommcgrath,conradvernon A d v e n t u r e   A n i m a t i o n   C h i l d r e n   C o m e d y   I M A X"
Bunnyman,95107,cheryltexiera matthewalbrecht alainaagianci veronicawylie carllindbergh H o r r o r
Blackthorn,95133,samshepard eduardonoriega stephenrea magalysolier mateogil W e s t e r n
Your Sister's Sister,95135,michaelharring markduplass mikebirbiglia emilyblunt lynnshelton C o m e d y   D r a m a
Superman/Batman: Public Enemies,95149,clancybrown kevinconroy timdaly xanderberkeley samliu A c t i o n   A n i m a t i o n   F a n t a s y
Dead Space: Aftermath,95151,christopherjudge ricardochavira gwendolineyeo curtcornelius mikedisa A n i m a t i o n   H o r r o r   S c i - F i
Iria: Zeiram the Animation,95153,"ayahisakawa katsuemiwa ricamatsumoto jasonharris tetsurôamino,yoshimikatsumata,naoyoshikusaka,naohitotakahashi A c t i o n   A n i m a t i o n   H o r r o r   S c i - F i   T h r i l l e r"
Kidnapped,95157,fernandocayo manuelavellés anawagener guillermobarrientos miguelángelvivas H o r r o r   T h r i l l e r
Kidnapped,95157,fernandocayo manuelavellés anawagener guillermobarrientos miguelángelvivas H o r r o r   T h r i l l e r
Kidnapped,132701,fernandocayo manuelavellés anawagener guillermobarrientos miguelángelvivas A c t i o n   A d v e n t u r e
Kidnapped,132701,fernandocayo manuelavellés anawagener guillermobarrientos miguelángelvivas A c t i o n   A d v e n t u r e
Proteus,95161,craigfairbrass tonibarry williammarsh jennifercalvert bobkeen D r a m a   R o m a n c e
Proteus,95161,craigfairbrass tonibarry williammarsh jennifercalvert bobkeen D r a m a   R o m a n c e
Proteus,142264,craigfairbrass tonibarry williammarsh jennifercalvert bobkeen H o r r o r   S c i - F i
Proteus,142264,craigfairbrass tonibarry williammarsh jennifercalvert bobkeen H o r r o r   S c i - F i
Brave,95167,"kellymacdonald billyconnolly emmathompson juliewalters markandrews,brendachapman,stevepurcell(co-director) A c t i o n   A d v e n t u r e   A n i m a t i o n   C h i l d r e n"
Brave,95167,"kellymacdonald billyconnolly emmathompson juliewalters markandrews,brendachapman,stevepurcell(co-director) A c t i o n   A d v e n t u r e   A n i m a t i o n   C h i l d r e n"
Brave,148590,"kellymacdonald billyconnolly emmathompson juliewalters markandrews,brendachapman,stevepurcell(co-director) D r a m a"
Brave,148590,"kellymacdonald billyconnolly emmathompson juliewalters markandrews,brendachapman,stevepurcell(co-director) D r a m a"
Beauty and the Beast: The Enchanted Christmas,95170,paigeo'hara robbybenson jerryorbach davidogdenstiers andrewknight A n i m a t i o n   C h i l d r e n   F a n t a s y   M u s i c a l
Beauty and the Beast: The Enchanted Christmas,95170,paigeo'hara robbybenson jerryorbach davidogdenstiers andrewknight A n i m a t i o n   C h i l d r e n   F a n t a s y   M u s i c a l
Front of the Class,95175,jameswolk treatwilliams dominicscottkay sarahdrew peterwerner D r a m a
Alcina,95177,catherinenaglestad alicecoote heleneschneiderman catrionasmith jánosdarvas D r a m a   F a n t a s y   R o m a n c e
Dangerous Liaisons,95185,glennclose johnmalkovich michellepfeiffer swoosiekurtz stephenfrears C o m e d y   C r i m e   D r a m a   M y s t e r y
Dangerous Liaisons,95185,glennclose johnmalkovich michellepfeiffer swoosiekurtz stephenfrears C o m e d y   C r i m e   D r a m a   M y s t e r y
Dangerous Liaisons,95185,glennclose johnmalkovich michellepfeiffer swoosiekurtz stephenfrears C o m e d y   C r i m e   D r a m a   M y s t e r y
Dangerous Liaisons,98111,glennclose johnmalkovich michellepfeiffer swoosiekurtz stephenfrears D r a m a   M y s t e r y   R o m a n c e
Dangerous Liaisons,98111,glennclose johnmalkovich michellepfeiffer swoosiekurtz stephenfrears D r a m a   M y s t e r y   R o m a n c e
Dangerous Liaisons,98111,glennclose johnmalkovich michellepfeiffer swoosiekurtz stephenfrears D r a m a   M y s t e r y   R o m a n c e
Dangerous Liaisons,127242,glennclose johnmalkovich michellepfeiffer swoosiekurtz stephenfrears D r a m a   R o m a n c e
Dangerous Liaisons,127242,glennclose johnmalkovich michellepfeiffer swoosiekurtz stephenfrears D r a m a   R o m a n c e
Dangerous Liaisons,127242,glennclose johnmalkovich michellepfeiffer swoosiekurtz stephenfrears D r a m a   R o m a n c e
Bel Ami,95197,"robertpattinson umathurman kristinscottthomas christinaricci declandonnellan,nickormerod D r a m a   R o m a n c e"
What to Expect When You're Expecting,95199,camerondiaz jenniferlopez elizabethbanks chacecrawford kirkjones C o m e d y   D r a m a   R o m a n c e
To Rome with Love,95201,pierluigimarchionne flavioparenti alisonpill alessandrotiberi woodyallen C o m e d y
Abraham Lincoln: Vampire Hunter,95207,benjaminwalker dominiccooper anthonymackie maryelizabethwinstead timurbekmambetov A c t i o n   F a n t a s y   H o r r o r   T h r i l l e r
First Position,95218,aranbell rebeccahouseknecht joansebastianzamora mikofogarty besskargman D o c u m e n t a r y
Macbeth in Manhattan,95230,gloriareuben davidlansbury nickgregory johnglover greglombardo D r a m a
Nina Frisk,95285,sofiahelin danielgötschenhjelm vildehelmerson svenahlström mariablom C o m e d y   D r a m a
Planet B-Boy,95294,stephanefiossanangaye mr.freeze luismateo skwall bensonlee D o c u m e n t a r y
For Greater Glory: The True Story of Cristiada,95296,mauriciokuri adrianalonso rubénblades catalinasandinomoreno deanwright D r a m a   W a r
Taxi Hunter,95305,anthonychau-sangwong rongguangyu man-tatng athenachu hermanyau A c t i o n
Rock of Ages,95307,juliannehough dakotasagegrant matthewrushsullivan diegoboneta adamshankman C o m e d y   D r a m a   M u s i c a l   I M A X
Rock of Ages,95307,juliannehough dakotasagegrant matthewrushsullivan diegoboneta adamshankman C o m e d y   D r a m a   M u s i c a l   I M A X
Seeking a Friend for the End of the World,95309,stevecarell keiraknightley adambrody conniebritton lorenescafaria C o m e d y   D r a m a   R o m a n c e
Presto,95311,dougsweetland dougsweetland A n i m a t i o n   C h i l d r e n   C o m e d y   F a n t a s y
Jack-Jack Attack,95313,bret'brook'parker budluckey elifucile jasonlee bradbird A d v e n t u r e   A n i m a t i o n   C h i l d r e n   C o m e d y
Boundin',95375,"budluckey budluckey,rogergould(co-director) A n i m a t i o n   C h i l d r e n"
Ted,95441,markwahlberg milakunis sethmacfarlane joelmchale sethmacfarlane C o m e d y   F a n t a s y
Magic Mike,95449,matthewmcconaughey channingtatum oliviamunn alexpettyfer stevensoderbergh D r a m a   R o m a n c e
Revenge of the Electric Car,95461,timrobbins danneil dannydevito raywert chrispaine D o c u m e n t a r y
On the Road,95488,samriley garretthedlund kristenstewart amyadams waltersalles A d v e n t u r e   D r a m a
