Title,genres,Director,Actors
Baby,Action|Crime|Mystery|Thriller,Neeraj Pandey,"Akshay Kumar, Danny Denzongpa, Rana Daggubati, Tapsee Pannu"
Khosla Ka Ghosla!,Comedy,Dibakar Banerjee,"Anupam Kher, Boman Irani, Parvin Dabas, Tara Sharma"
Undercover Blues,Comedy|Crime,Herbert Ross,"Kathleen Turner, Dennis Quaid, Fiona Shaw, Stanley Tucci"
Bright Young Things,Comedy|Drama,Stephen Fry,"Simon McBurney, Michael Sheen, Emily Mortimer, James McAvoy"
Hysterical Blindness,Drama,Mira Nair,"Uma Thurman, Gena Rowlands, Juliette Lewis, Justin Chambers"
Hollywood Homicide,Action|Crime|Drama,Ron Shelton,"Harrison Ford, Josh Hartnett, Lena Olin, Bruce Greenwood"
Ed and His Dead Mother,Comedy|Horror,Jonathan Wacks,"Eric Christmas, Steve Buscemi, Harper Roisman, Sam Sorbo"
Ash Wednesday,Crime|Drama,Edward Burns,"Brian Burns, Vincent Rubino, James Michael Cummings, Elijah Wood"
Incident at Oglala,Documentary,Michael Apted,"Norman Zigrossi, Robert Sikma, Darelle 'Dino' Butler, Bob Robideau"
Bugsy,Crime|Drama,Barry Levinson,"Warren Beatty, Annette Bening, Harvey Keitel, Ben Kingsley"
Ruby,Crime|Drama,John Mackenzie,"Danny Aiello, Sherilyn Fenn, Tobin Bell, Joe Cortese"
Blackboards,Drama,Samira Makhmalbaf,"Said Mohamadi, Behnaz Jafari, Bahman Ghobadi, Mohamad Karim Rahmati"
Ten,Drama,Abbas Kiarostami,"Mania Akbari, Amin Maher, Kamran Adl, Roya Akbari"
Absent,Drama|Thriller,Marco Berger,"Carlos Echevarría, Javier De Pietro, Antonella Costa, Alejandro Barbero"
Borgman,Thriller,Alex van Warmerdam,"Jan Bijvoet, Hadewych Minis, Jeroen Perceval, Alex van Warmerdam"
Gett: The Trial of Viviane Amsalem,Drama,"Ronit Elkabetz, Shlomi Elkabetz","Ronit Elkabetz, Simon Abkarian, Gabi Amrani, Dalia Beger"
The Last Match,Drama|Romance,Antonio Hens,"Milton García, Reinier Díaz, Jenifer Rodríguez, Beatriz Méndez"
Butterfly,Comedy|Drama|Romance,José Luis Cuerda,"Fernando Fernán Gómez, Manuel Lozano, Uxía Blanco, Gonzalo Uriarte"
Match,Comedy|Drama,Stephen Belber,"Patrick Stewart, Carla Gugino, Matthew Lillard, Jaime Tirelli"
The Past is a Grotesque Animal,Documentary,Jason Miller,"Dottie Alexander, Derek Almstead, David Barnes, Kevin Barnes"
Fashion Victims,Comedy,Ingo Rasper,"Edgar Selge, Florian Bartholomäi, Roman Knizka, Franziska Walser"
Pina,Documentary|Musical,Wim Wenders,"Regina Advento, Malou Airaudo, Ruth Amarante, Jorge Puerta"
Solitary Man,Comedy|Drama,"Brian Koppelman, David Levien","Michael Douglas, Susan Sarandon, Danny DeVito, Mary-Louise Parker"
Game Change,Drama,Jay Roach,"Julianne Moore, Woody Harrelson, Ed Harris, Peter MacNicol"
Wanderlust,Comedy,David Wain,"Paul Rudd, Jennifer Aniston, Justin Theroux, Alan Alda"
Burn,Documentary,"Tom Putnam, Brenna Sanchez","Donald Austin, Brendan Doogie Milewski, Craig Dougherty, Terrell Hardaway"
Conan O'Brien Can't Stop,Documentary,Rodman Flender,"Conan O'Brien, Andy Richter, Jimmy Vivino, Scott Healy"
"Police, Adjective",Comedy|Crime|Drama,Corneliu Porumboiu,"Dragos Bucur, Vlad Ivanov, Ion Stoica, Irina Saulescu"
Hot Coffee,Documentary,Susan Saladoff,"Chuck Allen, Judy Allen, Jay Angoff, David Arredondo"
Barbara,Drama,Christian Petzold,"Nina Hoss, Ronald Zehrfeld, Rainer Bock, Christina Hecke"
Pussy Riot: A Punk Prayer,Documentary,"Mike Lerner, Maxim Pozdorovkin","Nadezhda Tolokonnikova, Mariya Alyokhina, Yekaterina Samutsevich, Andrey Tolokonnikov"
I Know That Voice,Documentary,Lawrence Shapiro,"Charlie Adler, Pamela Adlon, Carlos Alazraqui, Jack Angel"
Advantageous,Children|Drama|Sci-Fi,Jennifer Phang,"Jacqueline Kim, James Urbaniak, Freya Adams, Ken Jeong"
Stripped,Documentary,"Mark LaFleur, J.M.R. Luna","Nicole Sienna, Josh Cole, Carson Aune, Alvaro Manrique"
Trevor Noah: African American,(no genres listed),Ryan Polito,Trevor Noah
SlingShot,Documentary,Paul Lazarus,Dean Kamen
The Artist and the Model,Drama,Fernando Trueba,"Jean Rochefort, Aida Folch, Claudia Cardinale, Chus Lampreave"
Ma ma,Drama,Julio Medem,"Penélope Cruz, Luis Tosar, Asier Etxeandia, Teo Planell"
Born to Be Blue,Drama,Robert Budreau,"Ethan Hawke, Carmen Ejogo, Callum Keith Rennie, Tony Nappo"
Mouth to Mouth,Drama,Alison Murray,"Ellen Page, Natasha Wightman, August Diehl, Beatrice Brown"
Fred: The Movie,Comedy,Clay Weiner,"Lucas Cruikshank, Pixie Lott, Jake Weary, Jennette McCurdy"
Texas Chainsaw 3D,Horror|Mystery|Thriller,John Luessenhop,"Alexandra Daddario, Dan Yeager, Trey Songz, Scott Eastwood"
Breaking the Girls,Crime|Thriller,Jamie Babbit,"Sam Anderson, Shawn Ashmore, Agnes Bruckner, Shanna Collins"
Perfect Sisters,Drama|Mystery,Stanley M. Brooks,"Abigail Breslin, Georgie Henley, Mira Sorvino, James Russo"
My One and Only,Comedy|Drama,Richard Loncraine,"Renée Zellweger, Logan Lerman, Kevin Bacon, Troy Garity"
Rock School,Documentary,Don Argott,"Napoleon Murphy Brock, Asa Spades Collins, Tucker Collins, Madi Diaz-Svalgard"
Dilwale Dulhania Le Jayenge,Comedy|Musical|Romance,Aditya Chopra,"Shah Rukh Khan, Kajol, Amrish Puri, Farida Jalal"
Hum Aapke Hain Koun...!,Comedy|Drama|Musical,Sooraj R. Barjatya,"Madhuri Dixit, Salman Khan, Mohnish Bahl, Renuka Shahane"
Blue Steel,Action|Thriller,Kathryn Bigelow,"Jamie Lee Curtis, Ron Silver, Clancy Brown, Elizabeth Peña"
Raising Cain,Horror|Thriller,Brian De Palma,"John Lithgow, Lolita Davidovich, Steven Bauer, Frances Sternhagen"
Nowhere,Comedy|Drama,Gregg Araki,"James Duval, Rachel True, Nathan Bexton, Chiara Mastroianni"
Mission to Mir,Documentary|IMAX,Ivan Galin,August Schellenberg
Nim's Island,Adventure|Comedy|Fantasy,"Jennifer Flackett, Mark Levin","Abigail Breslin, Jodie Foster, Gerard Butler, Michael Carman"
Willard,Drama|Horror|Thriller,Glen Morgan,"Crispin Glover, R. Lee Ermey, Laura Harring, Jackie Burroughs"
Oscar,Comedy|Crime|Mystery|Romance,John Landis,"Peter Riegert, Chazz Palminteri, Joey Travolta, Paul Greco"
Cracks,Drama|Romance|Thriller,Jordan Scott,"Eva Green, Juno Temple, María Valverde, Imogen Poots"
Garage Days,Comedy|Musical,Alex Proyas,"Kick Gurry, Maya Stange, Pia Miranda, Russell Dykstra"
Ghost Dad,Comedy|Fantasy,Sidney Poitier,"Bill Cosby, Kimberly Russell, Denise Nicholas, Ian Bannen"
Godzilla vs. Mechagodzilla II,Action|Drama|Sci-Fi,Takao Okawara,"Masahiro Takashima, Ryoko Sano, Megumi Odaka, Yûsuke Kawazu"
Bronson,Action|Comedy|Drama|Thriller,Nicolas Winding Refn,"Tom Hardy, Kelly Adams, Luing Andrews, Katy Barker"
Black Butterfly,Thriller,Brian Goodman,"Antonio Banderas, Jonathan Rhys Meyers, Piper Perabo, Vincent Riotta"
Artemisia,Drama,Agnès Merlet,"Michel Serrault, Valentina Cervi, Predrag 'Miki' Manojlovic, Luca Zingaretti"
Citizen Toxie: The Toxic Avenger IV,Action|Comedy|Horror,Lloyd Kaufman,"David Mattey, Clyde Lewis, Heidi Sjursen, Paul Kyrmse"
Cannibal! The Musical,Comedy|Horror|Musical|Western,Trey Parker,"Dian Bachar, Stephen Blackpool, Stan Brakhage, Dan Brother"
Resident Evil: The Final Chapter,Action|Horror|Sci-Fi,Paul W.S. Anderson,"Milla Jovovich, Iain Glen, Ali Larter, Shawn Roberts"
Touch of Pink,Comedy|Drama|Romance,Ian Iqbal Rashid,"Jimi Mistry, Kyle MacLachlan, Suleka Mathew, Kris Holden-Ried"
Another Gay Movie,Comedy,Todd Stephens,"Michael Carbonaro, Jonah Blechman, Jonathan Chase, Mitch Morris"
Shelter,Drama|Romance,Jonah Markowitz,"Trevor Wright, Brad Rowe, Tina Holmes, Jackson Wurth"
Loose Cannons,Comedy|Drama,Ferzan Ozpetek,"Riccardo Scamarcio, Nicole Grimaudo, Alessandro Preziosi, Ennio Fantastichini"
Sasha,Comedy|Drama,Dennis Todorovic,"Sasa Kekez, Predrag Bjelac, Ljubisa Gruicic, Zeljka Preksavec"
From Beginning to End,Drama|Romance,Aluizio Abranches,"Júlia Lemmertz, Fábio Assunção, Jean Pierre Noher, Louise Cardoso"
The Green,Drama,Steven Williford,"Jason Butler Harner, Cheyenne Jackson, Illeana Douglas, Chris Bert"
Public Access,Drama|Thriller,Bryan Singer,"Ron Marquette, Bert Williams, Leigh Hunt, John Renshaw"
"Love, etc.",Drama,Marion Vernoux,"Charlotte Gainsbourg, Yvan Attal, Charles Berling, Thibault de Montalembert"
Frogs for Snakes,Comedy|Film-Noir|Thriller,Amos Poe,"José Rafael Arango, Nicole Arlyn, David Cale, Nick Chinlund"
Twice Upon a Yesterday,Comedy|Drama|Romance,Maria Ripoll,"Lena Headey, Douglas Henshall, Penélope Cruz, Gustavo Salmerón"
Finding North,Comedy|Drama|Romance,Tanya Wexler,"Wendy Makkena, John Benjamin Hickey, Jonathan Walker, Anne Bobby"
Floating,Drama,William Roth,"Norman Reedus, Chad Lowe, Will Lyman, Sybil Darrow"
Promise Her Anything,Comedy|Drama,Arthur Hiller,"Warren Beatty, Leslie Caron, Robert Cummings, Keenan Wynn"
Broken Vessels,Drama,Scott Ziehl,"Todd Field, Jason London, Roxana Zal, Susan Traylor"
Illuminata,Comedy,John Turturro,"Leo Bassi, Henri Behar, Maurizio Benazzo, Fernando Bolles"
Stiff Upper Lips,Comedy,Gary Sinyor,"David Artus, Kevin Furlong, Nicholas Selby, John Boswall"
Love Stinks,Comedy,Jeff Franklin,"French Stewart, Bridgette Wilson-Sampras, Bill Bellamy, Tyra Banks"
With Friends Like These...,Comedy,Philip Frank Messina,"Adam Arkin, David Strathairn, Jon Tenney, Robert Costanzo"
Cabaret Balkan,Drama,Goran Paskaljevic,"Mira Banjac, Ivan Bekjarev, Aleksandar Bercek, Vojislav 'Voja' Brajovic"
Jesse Stone: Thin Ice,Crime|Drama|Mystery,Robert Harmon,"Tom Selleck, Kathy Baker, Kohl Sudduth, Leslie Hope"
Mouth to Mouth,Comedy,Alison Murray,"Ellen Page, Natasha Wightman, August Diehl, Beatrice Brown"
Small Faces,Drama,Gillies MacKinnon,"Iain Robertson, Joe McFadden, Steven Duffy, Laura Fraser"
Bye-Bye,Drama,Karim Dridi,"Sami Bouajila, Nozha Khouadra, Philippe Ambrosini, Ouassini Embarek"
Revenge of the Electric Car,Documentary,Chris Paine,"Tim Robbins, Dan Neil, Danny DeVito, Ray Wert"
Atlas Shrugged: Who Is John Galt?,Drama|Mystery|Sci-Fi,James Manera,"Kristoffer Polaha, Laura Regan, Peter Mackenzie, Greg Germann"
Merchants of Doubt,Documentary,Robert Kenner,"Jamy Ian Swiss, Stanton A. Glantz, Sam Roe, Patricia Callahan"
400 Days,Mystery|Sci-Fi|Thriller,Matt Osterman,"Brandon Routh, Dane Cook, Caity Lotz, Ben Feldman"
Winter on Fire: Ukraine's Fight for Freedom,Documentary,Evgeny Afineevsky,"Bishop Agapit, Catherine Ashton, Serhii Averchenko, Kristina Berdinskikh"
Racing Extinction,Action|Adventure|Documentary,Louie Psihoyos,"Louie Psihoyos, Heather Dawn Rally, Michael Novacek, Christopher W. Clark"
Embrace of the Serpent,Adventure|Drama,Ciro Guerra,"Nilbio Torres, Antonio Bolivar, Jan Bijvoet, Brionne Davis"
Free State of Jones,Action|Drama|Thriller,Gary Ross,"Matthew McConaughey, Gugu Mbatha-Raw, Mahershala Ali, Keri Russell"
Approaching the Unknown,Drama|Sci-Fi|Thriller,Mark Elijah Rosenberg,"Mark Strong, Luke Wilson, Sanaa Lathan, Anders Danielsen Lie"
Terra Formars,Action|Horror|Sci-Fi,Takashi Miike,"Rila Fukushima, Rinko Kikuchi, Shun Oguri, Kane Kosugi"
Passage to Mars,Adventure|Documentary|Sci-Fi,Jean-Christophe Jeauffre,"Zachary Quinto, Charlotte Rampling, Pascal Lee, Buzz Aldrin"
Atomica,Sci-Fi|Thriller,Dagen Merrill,"Tom Sizemore, Sarah Habel, Dominic Monaghan, Phil Austin"
Tekken,Action|Sci-Fi,Dwight H. Little,"Jon Foo, Kelly Overton, Cary-Hiroyuki Tagawa, Ian Anthony Dale"
Certain Women,Drama,Kelly Reichardt,"Laura Dern, James Le Gros, Jared Harris, Ashlie Atkinson"
The Fury of a Patient Man,Crime,Raúl Arévalo,"Antonio de la Torre, Luis Callejo, Ruth Díaz, Raúl Jiménez"
How I Live Now,Action|Drama|Thriller,Kevin Macdonald,"Saoirse Ronan, Tom Holland, George MacKay, Harley Bird"
Disco Pigs,Drama,Kirsten Sheridan,"Elaine Cassidy, Cillian Murphy, Sarah Gallagher, Charles Bark"
Company,Drama|Musical,Ram Gopal Varma,"Ajay Devgn, Mohanlal, Manisha Koirala, Seema Biswas"
Bobby Fischer Against the World,Documentary,Liz Garbus,"Bobby Fischer, David Edmonds, Anthony Saidy, Susan Polgar"
George Harrison: Living in the Material World,Documentary,Martin Scorsese,"George Harrison, Paul McCartney, John Lennon, Ringo Starr"
The Mask You Live In,Documentary,Jennifer Siebel Newsom,"Joe Herman, Michael Kimmel, Caroline Heldman, Tony Porter"
The Beatles: Eight Days a Week - The Touring Years,Documentary,Ron Howard,"The Beatles, John Lennon, George Harrison, Paul McCartney"
Because of Winn-Dixie,Children|Comedy|Drama,Wayne Wang,"AnnaSophia Robb, Jeff Daniels, Cicely Tyson, Dave Matthews"
Ashby,Comedy|Drama,Tony McNamara,"Mickey Rourke, Nat Wolff, Emma Roberts, Sarah Silverman"
Winter Break,Comedy|Drama,Marni Banack,"Milo Ventimiglia, Eddie Kaye Thomas, Justin Urich, Eddie Mills"
Frisk,Drama,Todd Verow,"Michael Gunther, Craig Chester, Michael Stock, Raoul O'Connell"
Hot Pursuit,Action|Comedy,Anne Fletcher,"Reese Witherspoon, Sofía Vergara, Matthew Del Negro, Michael Mosley"
Elvis and Anabelle,Drama|Romance,Will Geiger,"Max Minghella, Blake Lively, Joe Mantegna, Mary Steenburgen"
Bill Hicks: Revelations,Comedy,Chris Bould,Bill Hicks
Bill Hicks: Relentless,Comedy,Chris Bould,Bill Hicks
American Me,Drama,Edward James Olmos,"Sal Lopez, Vira Montes, Roberto Martín Márquez, Dyana Ortelli"
Hard to Kill,Action|Crime|Drama,Bruce Malmuth,"Steven Seagal, Kelly LeBrock, William Sadler, Frederick Coffin"
Ernest Rides Again,Children|Comedy,John R. Cherry III,"Jim Varney, Ron James, Tom Butler, Linda Kash"
Aaja Nachle,Comedy|Musical|Romance,Anil Mehta,"Madhuri Dixit, Darshan Jariwala, Raghuvir Yadav, Divya Dutta"
Sanctum,Action|Adventure|Drama|Thriller|IMAX,Alister Grierson,"Richard Roxburgh, Ioan Gruffudd, Rhys Wakefield, Alice Parkinson"
Dolphin Tale,Children|Drama,Charles Martin Smith,"Harry Connick Jr., Ashley Judd, Nathan Gamble, Kris Kristofferson"
Talaash,Crime|Drama|Mystery,Reema Kagti,"Aamir Khan, Kareena Kapoor, Rani Mukerji, Nawazuddin Siddiqui"
Wazir,(no genres listed),Bejoy Nambiar,"Amitabh Bachchan, Farhan Akhtar, Aditi Rao Hydari, Manav Kaul"
13,Thriller,Géla Babluani,"Sam Riley, Alice Barrett, Gaby Hoffmann, Jason Statham"
Takers,Action|Crime|Thriller,John Luessenhop,"Chris Brown, Hayden Christensen, Matt Dillon, Michael Ealy"
Jessabelle,Horror|Thriller,Kevin Greutert,"Sarah Snook, Joelle Carter, Mark Webber, David Andrews"
Le Week-End,Comedy|Drama,Roger Michell,"Lindsay Duncan, Jim Broadbent, Igor Gotesman, Olivier Audibert"
Paheli,Drama|Fantasy|Musical|Romance,Amol Palekar,"Shah Rukh Khan, Rani Mukerji, Anupam Kher, Naseeruddin Shah"
Yuva,Action|Adventure|Crime|Drama,Mani Ratnam,"Ajay Devgn, Abhishek Bachchan, Rani Mukerji, Vivek Oberoi"
Delhi-6,Comedy|Crime|Drama,Rakeysh Omprakash Mehra,"Waheeda Rehman, Abhishek Bachchan, Sonam Kapoor, Rishi Kapoor"
One 2 Ka 4,Action|Comedy|Drama,Shashilal K. Nair,"Shah Rukh Khan, Juhi Chawla, Jackie Shroff, Nirmal Pandey"
Chalte Chalte,Drama,Aziz Mirza,"Shah Rukh Khan, Rani Mukerji, Jas Arora, Satish Shah"
Luck by Chance,Drama,Zoya Akhtar,"Farhan Akhtar, Konkona Sen Sharma, Rishi Kapoor, Dimple Kapadia"
Baghban,Drama|Romance,Ravi Chopra,"Amitabh Bachchan, Hema Malini, Salman Khan, Mahima Chaudhry"
Mujhse Dosti Karoge!,Drama|Romance,Kunal Kohli,"Hrithik Roshan, Kareena Kapoor, Rani Mukerji, Uday Chopra"
Aankhen,Comedy|Crime|Thriller,Vipul Amrutlal Shah,"Amitabh Bachchan, Akshay Kumar, Sushmita Sen, Arjun Rampal"
Student of the Year,Comedy|Romance,Karan Johar,"Alia Bhatt, Sidharth Malhotra, Varun Dhawan, Rishi Kapoor"
Heroine,Drama,Madhur Bhandarkar,"Kareena Kapoor, Arjun Rampal, Randeep Hooda, Shahana Goswami"
Chennai Express,Action|Adventure|Comedy,Rohit Shetty,"Deepika Padukone, Shah Rukh Khan, Sathyaraj, Nikitin Dheer"
Krrish 3,Action|Adventure|Fantasy|Sci-Fi,Rakesh Roshan,"Hrithik Roshan, Vivek Oberoi, Priyanka Chopra, Kangana Ranaut"
Pardes,Action|Comedy|Musical|Romance,Subhash Ghai,"Shah Rukh Khan, Mahima Chaudhry, Amrish Puri, Apoorva Agnihotri"
Love Story 2050,Adventure|Comedy|Musical|Romance|Sci-Fi,Harry Baweja,"Harman Baweja, Priyanka Chopra, Boman Irani, Archana Puran Singh"
Rio 2,Adventure|Animation|Children|Comedy,Carlos Saldanha,"Jake T. Austin, Carlinhos Brown, Kristin Chenoweth, Jemaine Clement"
Kabhi Haan Kabhi Naa,Comedy|Drama|Musical|Romance,Kundan Shah,"Shah Rukh Khan, Suchitra Krishnamoorthi, Deepak Tijori, Rita Bhaduri"
Duplicate,Comedy|Crime|Musical,Mahesh Bhatt,"Juhi Chawla, Shah Rukh Khan, Sonali Bendre, Kajol"
Ra.One,Action|Musical|Sci-Fi,Anubhav Sinha,"Shah Rukh Khan, Arjun Rampal, Kareena Kapoor, Shahana Goswami"
Daar,Drama|Horror|Mystery|Romance|Thriller,Reza Allamehzadeh,Siavash Alamehzadeh
Ishq,Action|Comedy|Drama|Musical|Romance,Indra Kumar,"Aamir Khan, Ajay Devgn, Juhi Chawla, Kajol"
Happy New Year,Action|Comedy|Crime|Drama|Musical|Romance,Farah Khan,"Deepika Padukone, Shah Rukh Khan, Anupam Kher, Anurag Kashyap"
Raanjhanaa,Drama|Romance,Aanand L. Rai,"Dhanush, Sonam Kapoor, Mohammed Zeeshan Ayyub, Swara Bhaskar"
Sarfarosh,(no genres listed),John Mathew Matthan,"Aamir Khan, Naseeruddin Shah, Sonali Bendre, Mukesh Rishi"
Blindness,Drama|Thriller,Fernando Meirelles,"Yûsuke Iseya, Jason Bermingham, Eduardo Semerjian, Don McKellar"
Post Grad,Comedy,Vicky Jenson,"Alexis Bledel, Zach Gilford, Michael Keaton, Jane Lynch"
Whiteout,Action|Crime|Drama|Mystery|Thriller,Dominic Sena,"Kate Beckinsale, Gabriel Macht, Tom Skerritt, Columbus Short"
Lights Out,Horror,David F. Sandberg,"Teresa Palmer, Gabriel Bateman, Alexander DiPersia, Billy Burke"
My Mom's New Boyfriend,Action|Comedy|Romance|Thriller,George Gallo,"Antonio Banderas, Meg Ryan, Colin Hanks, Selma Blair"
Transsiberian,Crime|Drama|Thriller,Brad Anderson,"Woody Harrelson, Emily Mortimer, Ben Kingsley, Kate Mara"
Tokyo!,Drama,"Joon-ho Bong, Leos Carax, Michel Gondry","Ayako Fujitani, Ryo Kase, Ayumi Itô, Nao Ohmori"
Crossing Over,Drama,Wayne Kramer,"Harrison Ford, Ray Liotta, Ashley Judd, Jim Sturgess"
Julia's Eyes,Horror|Thriller,Guillem Morales,"Belén Rueda, Lluís Homar, Pablo Derqui, Francesc Orella"
If Only,Drama|Fantasy|Romance|Thriller,Gil Junger,"Jennifer Love Hewitt, Paul Nicholls, Tom Wilkinson, Diana Hardcastle"
Season of the Witch,Adventure|Drama|Fantasy,Dominic Sena,"Nicolas Cage, Ron Perlman, Stephen Campbell Moore, Stephen Graham"
Drive Angry,Action|Fantasy|Thriller,Patrick Lussier,"Nicolas Cage, Amber Heard, William Fichtner, Billy Burke"
Monte Carlo,Adventure|Comedy|Romance,Thomas Bezucha,"Selena Gomez, Katie Cassidy, Leighton Meester, Cory Monteith"
Don't Be Afraid of the Dark,Horror|Thriller,Troy Nixey,"Bruce Gleeson, Eddie Ritchard, Garry McDonald, Bailee Madison"
Instructions Not Included,Comedy|Drama,Eugenio Derbez,"Andrés Vázquez, Hugo Stiglitz, Eugenio Derbez, Leia Freitas"
Hatchet,Comedy|Horror,Adam Green,"Joel David Moore, Amara Zaragoza, Deon Richmond, Kane Hodder"
Hatchet II,Comedy|Horror|Thriller,Adam Green,"Danielle Harris, Tony Todd, Kane Hodder, Parry Shen"
Dream House,Drama|Mystery|Thriller,Jim Sheridan,"Daniel Craig, Naomi Watts, Rachel Weisz, Elias Koteas"
Elsewhere,Crime|Drama|Thriller,Nathan Hope,"Anna Kendrick, Paul Wesley, Tania Raymonde, Chuck Carter"
V/H/S,Horror|Thriller,"Matt Bettinelli-Olpin, David Bruckner, Tyler Gillett, Justin Martinez, Glenn McQuaid, Radio Silence, Joe Swanberg, Chad Villella, Ti West, Adam Wingard","Calvin Reeder, Lane Hughes, Kentucker Audley, Adam Wingard"
V/H/S/2,Horror|Thriller,"Simon Barrett, Jason Eisener, Gareth Evans, Gregg Hale, Eduardo Sánchez, Timo Tjahjanto, Adam Wingard","Lawrence Michael Levine, Kelsy Abbott, L.C. Holt, Simon Barrett"
Grudge Match,Comedy,Peter Segal,"Jim Lampley, Sylvester Stallone, Robert De Niro, Rich Little"
All the Light in the Sky,Drama,Joe Swanberg,"Jane Adams, Sophia Takal, Kent Osborne, Larry Fessenden"
From Within,Horror|Thriller,Phedon Papamichael,"Elizabeth Rice, Thomas Dekker, Kelly Blatz, Laura Allen"
Proxy,Drama|Horror|Thriller,Zack Parker,"Alexa Havins, Joe Swanberg, Kristina Klebe, Alexia Rasmussen"
The Voices,Comedy|Crime|Thriller,Marjane Satrapi,"Ryan Reynolds, Gemma Arterton, Anna Kendrick, Jacki Weaver"
Digging for Fire,Drama,Joe Swanberg,"Jake Johnson, Rosemarie DeWitt, Jude Swanberg, Alicia Van Couvering"
The Harvest,Drama|Thriller,John McNaughton,"Samantha Morton, Michael Shannon, Natasha Calis, Charlie Tahan"
No Way Jose,Comedy,Adam Goldberg,"Gillian Jacobs, Emily Osment, Adam Goldberg, Ahna O'Reilly"
Remains,Action|Drama|Horror|Thriller,Colin Theys,"Grant Bowler, Evalena Marie, Tawny Cypress, Miko Hughes"
By the Sea,Drama|Romance,Angelina Jolie,"Brad Pitt, Angelina Jolie, Mélanie Laurent, Melvil Poupaud"
Rock the Kasbah,Comedy,Barry Levinson,"Bill Murray, Bruce Willis, Kate Hudson, Zooey Deschanel"
iMurders,Drama|Horror|Mystery|Thriller,Robbie Bryan,"Gabrielle Anwar, William Forsythe, Tony Todd, Frank Grillo"
Autoerotic,Drama|Romance,"Joe Swanberg, Adam Wingard","Amy Seimetz, Lane Hughes, Megan Mercier, Kate Lyn Sheil"
Still Breathing,Comedy|Romance,James F. Robinson,"Lou Rawls, Brendan Fraser, Joanna Going, Steven Lambert"
Black Christmas,Action|Horror|Thriller,Bob Clark,"Olivia Hussey, Keir Dullea, Margot Kidder, John Saxon"
Transfer,Drama|Sci-Fi,Damir Lukacevic,"B.J. Britt, Regine Nehy, Ingrid Andree, Hans-Michael Rehberg"
Cherry Falls,Comedy|Horror|Mystery,Geoffrey Wright,"Brittany Murphy, Jay Mohr, Michael Biehn, Jesse Bradford"
Troll 2,Fantasy|Horror,Claudio Fragasso,"Michael Paul Stephenson, George Hardy, Margo Prey, Connie Young"
Georgia Rule,Comedy|Drama|Romance,Garry Marshall,"Jane Fonda, Lindsay Lohan, Felicity Huffman, Dermot Mulroney"
Sleepwalking,Drama,Bill Maher,"Nick Stahl, AnnaSophia Robb, Charlize Theron, Deborra-Lee Furness"
Stand Up Guys,Comedy|Crime,Fisher Stevens,"Al Pacino, Christopher Walken, Alan Arkin, Julianna Margulies"
Tracks,Adventure|Drama,John Curran,"Lily Pearl, Mia Wasikowska, Philip Dodd, Fiona Press"
